# Single SKU Max Power Table
#   CCK 1 ~ 11  | |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                 | |      VHT40 MCS 0 ~ 9      | |   VHT20 MCS 8
ch120 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch122 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch124 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch126 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch128 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch132 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch134 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch136 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch140 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch149 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch151 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch153 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch155 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch157 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch159 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch161 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch165 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch169 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
ch173 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 13 13 13 13 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11
# End of Single SKU Table
